Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Magnetic susceptibility (SI x 10^-5),Configuration filename,Timestamp (UTC),Instrument,Instrument group,Text ID,Comments
374,U1523,A,1,H,1,A,2.5,0.025,0.025,53.00,374-MSPOINT-45192531-i_pi_ms.ini,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,5.0,0.05,0.050,62.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,7.5,0.075,0.075,52.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,10.0,0.1,0.100,65.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,12.5,0.125,0.125,59.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,15.0,0.15,0.150,66.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,17.5,0.175,0.175,59.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,20.0,0.2,0.200,60.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,22.5,0.225,0.225,63.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,25.0,0.25,0.250,64.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,27.5,0.275,0.275,65.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,30.0,0.3,0.300,76.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,32.5,0.325,0.325,118.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,35.0,0.35,0.350,113.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,37.5,0.375,0.374,115.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,40.0,0.4,0.399,107.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,42.5,0.425,0.424,63.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,45.0,0.45,0.449,87.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,47.5,0.475,0.474,89.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,50.0,0.5,0.499,68.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,52.5,0.525,0.524,105.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,55.0,0.55,0.549,67.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,57.5,0.575,0.574,58.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,60.0,0.6,0.599,47.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,62.5,0.625,0.624,51.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,65.0,0.65,0.649,56.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,67.5,0.675,0.674,31.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,70.0,0.7,0.699,56.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,72.5,0.725,0.724,75.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,75.0,0.75,0.749,95.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,77.5,0.775,0.774,138.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,80.0,0.8,0.799,80.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,82.5,0.825,0.824,74.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,85.0,0.85,0.849,22.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,87.5,0.875,0.874,30.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,90.0,0.9,0.899,20.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,92.5,0.925,0.924,23.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,95.0,0.95,0.949,24.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,97.5,0.975,0.974,28.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,100.0,1,0.999,33.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,102.5,1.025,1.024,29.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,105.0,1.05,1.049,34.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,107.5,1.075,1.074,41.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,110.0,1.1,1.099,40.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,112.5,1.125,1.123,51.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,115.0,1.15,1.148,58.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,117.5,1.175,1.173,38.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,120.0,1.2,1.198,42.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,122.5,1.225,1.223,30.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,125.0,1.25,1.248,41.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,127.5,1.275,1.273,43.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,130.0,1.3,1.298,46.33,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,132.5,1.325,1.323,50.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,135.0,1.35,1.348,39.67,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
374,U1523,A,1,H,1,A,137.5,1.375,1.373,38.00,,2018-01-29 11:43:03,MS2K-695,SHMSL,SHLF9335731,
